1159901,Deltacoronavirus
1196844,Hpunavirus
1198136,Tevenvirinae
1198138,Naesvirus
1198140,Felixounavirus
1198980,Pbunavirus
1206795,Lophotrochozoa
1213379,Aparavirus
1235850,Methanomassiliicoccales
1286322,Leishmaniinae
1298971,Kuttervirus
1299429,Yuavirus
1307798,Negevirus
1307799,Pegivirus
1312872,Mesoniviridae
1330069,Megrivirus
1441744,Nanoalphasatellitinae
1458186,Alphasatellitidae
1489911,Cichliformes
1499392,Chromobacteriaceae
1506553,Lachnoclostridium
1506574,Protoparvovirus
1507401,Bocaparvovirus
1508657,Ruminiclostridium
1511808,Alphapartitivirus
1511809,Betapartitivirus
1511811,Gammapartitivirus
1511852,Nudiviridae
1511857,Ligamenvirales
1511860,Amalgaviridae
1511891,Dependoparvovirus primate1
1511911,Tetraparvovirus
1535326,Candida
1542744,Gemycircularvirus
1549675,Galloanserae
1570339,Peptoniphilaceae
1603065,unclassified Smacoviridae
1623273,Triavirus
1623275,Andromedavirus
1623281,Cheoctovirus
1623289,Dhillonvirus
1623296,Shapirovirus
1623298,Phietavirus
1623303,Brussowvirus
1623304,Moineauvirus
1623305,Skunavirus
1623306,Timquatrovirus
1623309,Xipdecavirus
1636616,Eucampyvirinae
1643685,Borreliaceae
1643824,Atopobiaceae
1643826,Eggerthellaceae
1644055,Haloferacales
1644056,Haloferacaceae
1644060,Natrialbales
1644061,Natrialbaceae
1653394,Mammarenavirus
1661063,Fusariviridae
1706369,Cellvibrionales
1706371,Cellvibrionaceae
1714267,Sphaerolipoviridae
1737404,Tissierellia
1737405,Tissierellales
1775411,Rhodanobacteraceae
1822464,Paraburkholderia
1843491,Selenomonadaceae
1853232,Hymenobacteraceae
1857843,Kayvirus
1866885,Mycolicibacterium
1890424,Synechococcales
1890426,Synechococcaceae
1891713,Alphapolyomavirus
1891714,Betapolyomavirus
1891716,Gammapolyomavirus
1903409,Erwiniaceae
1903410,Pectobacteriaceae
1903411,Yersiniaceae
1903414,Morganellaceae
1910928,Genomoviridae
1910950,Bullavirinae
1910976,Guernseyvirinae
1910991,Jerseyvirus
1910999,Tunavirinae
1911599,Alphacarmovirus
1911602,Pelarspovirus
1911604,Alphapleolipovirus
1911928,Vequintavirinae
1911929,Caeruleovirus
1912216,Cutibacterium
1912760,Cequinquevirus
1913637,Mucoromycota
1913652,Mosigvirus
1913654,Gaprivervirus
1914165,Dhakavirus
1914297,Quinvirinae
1914298,Trivirinae
1914299,Robigovirus
1914850,Certrevirus
1917990,Bequatrovirus
1920753,Gamaleyavirus
1920774,Drulisvirus
1920860,Webervirus
1920866,Rogunavirus
1921184,Pagevirus
1921556,Sinaivirus
1922209,Triatovirus
1922327,Wphvirus
1922329,Enhodamvirus
1925779,Nankokuvirus
1941236,Gemykibivirus
1963268,Haloarculaceae
1963271,Halorubraceae
1972611,Hapavirus
1978532,Ledantevirus
1980410,Bunyavirales
1980412,Fimoviridae
1980413,Hantaviridae
1980415,Nairoviridae
1980416,Peribunyaviridae
1980418,Phenuiviridae
1980419,Tospoviridae
1981156,Sepvirinae
1981159,Oslovirus
1982251,Pahexavirus
1982875,Arquatrovirinae
1982876,Bclasvirinae
1982878,Pclasvirinae
1982880,Likavirus
1982898,Coopervirus
1985285,Ounavirinae
1985366,Gemygorvirus
1985692,Sripuvirus
1985711,Friunavirus
1985720,Przondovirus
2003394,Alphaendornavirus
2003403,Simartevirus
2017756,Alphairidovirinae
2080735,DNA viruses
2169529,Ackermannviridae
2169531,Cvivirinae
2169561,Ortervirales
2169595,Firstpapillomavirinae
2169619,Colecusatellite
2169646,Sopolycivirus
